./Data/BW2025-02-07_16:06:05sky_0.txt
Duration (in s): 30
Calibrating: False
Temperature of the calibrator (in Celsius): nan
Azimuth angle from North: nan
Altitude angle from the horizon: 180.0
Temperature Outside (in Celsius): 25.4
Weather: nan
Units: Volts

Time (s), Voltage (V)
4.1961669921875e-05,-0.3379
0.041120052337646484,-0.3379
0.08420300483703613,-0.3379
0.14117121696472168,-0.3382
0.18321919441223145,-0.338
0.24141526222229004,-0.338
0.2833731174468994,-0.338
0.34040021896362305,-0.3382
0.3972642421722412,-0.3378
0.43924617767333984,-0.3382
0.4963352680206299,-0.3379
0.5392520427703857,-0.3381
0.5962769985198975,-0.3378
0.6391382217407227,-0.3383
0.6951780319213867,-0.338
0.7381551265716553,-0.3382
0.7952101230621338,-0.3379
0.8381481170654297,-0.3382
0.89412522315979,-0.3378
0.9371042251586914,-0.3382
0.9940862655639648,-0.3379
1.037020206451416,-0.338
1.094001293182373,-0.3379
1.1500821113586426,-0.338
1.1931400299072266,-0.338
1.2501859664916992,-0.338
1.2930412292480469,-0.3381
1.348973035812378,-0.338
1.3919622898101807,-0.3381
1.4489872455596924,-0.3379
1.4919631481170654,-0.3381
1.5489451885223389,-0.3378
1.590926170349121,-0.3383
1.647956132888794,-0.3378
1.6908900737762451,-0.3381
1.7479071617126465,-0.3379
1.7899062633514404,-0.3383
1.8468801975250244,-0.338
1.8898711204528809,-0.3383
1.9468591213226318,-0.3379
1.9888951778411865,-0.3382
2.045863151550293,-0.3377
2.0888619422912598,-0.3383
2.1458702087402344,-0.3377
2.1888461112976074,-0.3381
2.244946241378784,-0.3379
2.302889108657837,-0.3382
2.3448801040649414,-0.3379
2.4018921852111816,-0.3381
2.444843053817749,-0.3381
2.500887155532837,-0.3381
2.5438473224639893,-0.3381
2.6009271144866943,-0.3382
2.64391827583313,-0.3381
2.700876235961914,-0.3381
2.742845296859741,-0.3381
2.7998552322387695,-0.3381
2.842863082885742,-0.3381
2.899822235107422,-0.3381
2.941800355911255,-0.3384
2.998836040496826,-0.338
3.0418193340301514,-0.3384
3.0987913608551025,-0.338
3.155858278274536,-0.3383
3.1978061199188232,-0.3379
3.254805088043213,-0.3382
3.2977821826934814,-0.338
3.354793071746826,-0.3383
3.3967790603637695,-0.3379
3.4537830352783203,-0.3382
3.4967381954193115,-0.338
3.553776264190674,-0.3382
3.5957093238830566,-0.338
3.6528220176696777,-0.3382
3.6957662105560303,-0.338
3.7527401447296143,-0.3382
3.795742988586426,-0.3381
3.851741313934326,-0.3381
3.894728183746338,-0.338
3.951730251312256,-0.3381
3.9937212467193604,-0.3379
4.050729990005493,-0.3381
4.0937042236328125,-0.3381
4.150755167007446,-0.3379
4.19369912147522,-0.3382
4.25072717666626,-0.3379
4.306709051132202,-0.338
4.349699258804321,-0.3379
4.406749248504639,-0.338
4.4486939907073975,-0.3377
4.506699085235596,-0.3381
4.548640012741089,-0.3378
4.605628252029419,-0.3381
4.648714065551758,-0.3378
4.705629348754883,-0.3383
4.747647047042847,-0.3379
4.804608106613159,-0.3381
4.847677230834961,-0.3378
4.904597997665405,-0.3381
4.946598291397095,-0.3377
5.003615140914917,-0.338
5.04662823677063,-0.3378
5.1036481857299805,-0.3379
5.159648180007935,-0.338
5.202575206756592,-0.338
5.259624242782593,-0.338
5.302568197250366,-0.3378
5.359583139419556,-0.338
5.401604175567627,-0.3377
5.4586021900177,-0.338
5.501597166061401,-0.3379
5.558584213256836,-0.3381
5.600567102432251,-0.3377
5.657701253890991,-0.3381
5.700562238693237,-0.3378
5.757594108581543,-0.3382
5.800574064254761,-0.3378
5.856605291366577,-0.338
5.899538993835449,-0.3379
5.956545114517212,-0.3382
5.999537229537964,-0.338
6.056575059890747,-0.3381
6.112542152404785,-0.3379
6.155515193939209,-0.3381
6.212469100952148,-0.338
6.255488157272339,-0.3379
6.312485218048096,-0.3379
6.354479074478149,-0.338
6.411473274230957,-0.338
6.4544761180877686,-0.3381
6.510483980178833,-0.3377
6.55342698097229,-0.3379
6.610499143600464,-0.3379
6.65345311164856,-0.338
6.710453033447266,-0.3382
6.7664101123809814,-0.338
6.809408187866211,-0.3381
6.866432189941406,-0.3377
6.909409046173096,-0.3381
6.966377019882202,-0.3379
7.008402347564697,-0.3381
7.065445184707642,-0.3379
7.108391284942627,-0.3381
7.165449142456055,-0.3378
7.207366228103638,-0.3381
7.264405012130737,-0.3377
7.307382106781006,-0.338
7.36437201499939,-0.3377
7.40634822845459,-0.3379
7.463315010070801,-0.3379
7.520407199859619,-0.338
7.56333327293396,-0.338
7.62040114402771,-0.3381
7.662370204925537,-0.3381
7.71933126449585,-0.338
7.7623131275177,-0.3382
7.819298028945923,-0.3379
7.861280202865601,-0.3381
7.918331146240234,-0.3379
7.9613072872161865,-0.3382
8.018277168273926,-0.3378
8.061274290084839,-0.3382
8.117356061935425,-0.3379
8.174302101135254,-0.3381
8.217249155044556,-0.3378
8.274330139160156,-0.3383
8.316289186477661,-0.3379
8.37330937385559,-0.3381
8.41624116897583,-0.3378
8.473244190216064,-0.3382
8.51627802848816,-0.3378
8.572225093841553,-0.3382
8.615268230438232,-0.3378
8.672235012054443,-0.3381
8.715259313583374,-0.3381
8.772212982177734,-0.3381
8.814211130142212,-0.3379
8.871201038360596,-0.3381
8.914236307144165,-0.3379
8.971152305603027,-0.3381
9.013191223144531,-0.338
9.070181131362915,-0.338
9.113255262374878,-0.338
9.170188188552856,-0.3381
9.212144136428833,-0.3381
9.269158124923706,-0.3377
9.326189041137695,-0.3381
9.369110107421875,-0.3378
9.425149202346802,-0.3382
9.46810007095337,-0.3378
9.525160312652588,-0.3381
9.568088054656982,-0.3379
9.625216007232666,-0.3381
9.667464256286621,-0.3378
9.724435091018677,-0.3381
9.767447233200073,-0.3378
9.824433326721191,-0.3381
9.867438077926636,-0.3379
9.923373222351074,-0.3382
9.966434240341187,-0.3379
10.023417234420776,-0.3379
10.080419063568115,-0.3378
10.12328815460205,-0.3379
10.179399251937866,-0.3378
10.2222421169281,-0.338
10.279394149780273,-0.338
10.321296215057373,-0.3377
10.37837529182434,-0.3381
10.421318292617798,-0.3378
10.478376388549805,-0.338
10.520148038864136,-0.3378
10.577136278152466,-0.3381
10.620789051055908,-0.3378
10.677126169204712,-0.3381
10.719948053359985,-0.3377
10.775939226150513,-0.3382
10.833019256591797,-0.3378
10.87596607208252,-0.3381
10.932955265045166,-0.3377
10.975919246673584,-0.3379
11.031924962997437,-0.3378
11.074908256530762,-0.338
11.132049322128296,-0.338
11.175143241882324,-0.3382
11.231043100357056,-0.3379
11.274068117141724,-0.338
11.33107304573059,-0.3379
11.374086141586304,-0.3381
11.431076288223267,-0.3379
11.473048210144043,-0.338
11.530049085617065,-0.3381
11.573025226593018,-0.3378
11.630051136016846,-0.3382
11.687106132507324,-0.338
11.729037046432495,-0.3381
11.786022186279297,-0.3379
11.829007148742676,-0.3382
11.886016130447388,-0.3379
11.92793321609497,-0.3381
11.984876155853271,-0.3378
12.027831077575684,-0.3382
12.084838151931763,-0.3378
12.126859188079834,-0.338
12.183858156204224,-0.3377
12.226793050765991,-0.3378
12.283815145492554,-0.3377
12.3267982006073,-0.3381
12.382784128189087,-0.3379
12.439785957336426,-0.3381
12.482753038406372,-0.3379
12.539776086807251,-0.3379
12.581760168075562,-0.3377
12.638780355453491,-0.3378
12.681776285171509,-0.3378
12.738736152648926,-0.3379
12.781738042831421,-0.3379
12.837727069854736,-0.3378
12.880722284317017,-0.3379
12.93770718574524,-0.3378
12.980721235275269,-0.3381
13.03770112991333,-0.3377
13.07970929145813,-0.3379
13.136856079101562,-0.3377
13.179745197296143,-0.3378
13.236689329147339,-0.3376
13.278686046600342,-0.3381
13.335691213607788,-0.3378
13.378661155700684,-0.3382
13.435673236846924,-0.3379
13.492702007293701,-0.3381
13.534658193588257,-0.3378
13.591658115386963,-0.338
13.634696960449219,-0.3379
13.6916983127594,-0.3381
13.733655214309692,-0.3378
13.790645122528076,-0.3379
13.83362627029419,-0.3379
13.890615224838257,-0.338
13.93261432647705,-0.338
13.989607334136963,-0.338
14.032616376876831,-0.3381
14.089587211608887,-0.338
14.131644248962402,-0.3379
14.188592195510864,-0.3379
14.231608152389526,-0.338
14.288618087768555,-0.3379
14.331558227539062,-0.338
14.38757038116455,-0.3377
14.444567203521729,-0.3381
14.487579107284546,-0.3375
14.54455018043518,-0.3382
14.58754301071167,-0.3377
14.643592357635498,-0.3382
14.686551094055176,-0.3377
14.743523120880127,-0.3379
14.786515951156616,-0.3377
14.842549085617065,-0.338
14.88551115989685,-0.3377
14.942495107650757,-0.3379
14.985489130020142,-0.3378
15.04152226448059,-0.3381
15.084495306015015,-0.3378
15.141499280929565,-0.338
15.184493064880371,-0.3377
15.241475105285645,-0.3379
15.283457040786743,-0.3377
15.340486288070679,-0.3378
15.397470951080322,-0.3378
15.440465211868286,-0.3378
15.497442245483398,-0.3379
15.539453983306885,-0.3377
15.596460103988647,-0.3379
15.639543056488037,-0.3377
15.696583271026611,-0.338
15.73841118812561,-0.3378
15.795506238937378,-0.3379
15.838466167449951,-0.3377
15.895424127578735,-0.3379
15.937414169311523,-0.3377
15.994423151016235,-0.338
16.037421226501465,-0.3377
16.094394207000732,-0.3379
16.13642120361328,-0.3377
16.19346308708191,-0.3379
16.23641324043274,-0.3377
16.2933931350708,-0.3381
16.33635711669922,-0.3378
16.392367124557495,-0.338
16.449352979660034,-0.3377
16.49235725402832,-0.3378
16.549365997314453,-0.3378
16.59234118461609,-0.3378
16.64839506149292,-0.3377
16.69134521484375,-0.3377
16.74834418296814,-0.3378
16.791345357894897,-0.3377
16.84734010696411,-0.338
16.890335083007812,-0.3378
16.947331190109253,-0.338
16.990333318710327,-0.3377
17.047352075576782,-0.338
17.0893292427063,-0.3378
17.146461248397827,-0.338
17.189351320266724,-0.3376
17.246354341506958,-0.3379
17.303284168243408,-0.3377
17.345250129699707,-0.3379
17.402279138565063,-0.3378
17.44524908065796,-0.3379
17.50223207473755,-0.3377
17.544222116470337,-0.3379
17.601218223571777,-0.3376
17.64429521560669,-0.3378
17.70130205154419,-0.3377
17.74322199821472,-0.3378
17.80021095275879,-0.3378
17.843221187591553,-0.3378
17.900221347808838,-0.3377
17.942183256149292,-0.3377
17.99919629096985,-0.3377
18.042176008224487,-0.3377
18.099191188812256,-0.3379
18.14221215248108,-0.3377
18.198166131973267,-0.3378
18.241169214248657,-0.3378
18.29835605621338,-0.338
18.35517907142639,-0.3377
18.397175073623657,-0.338
18.454161167144775,-0.3378
18.497136116027832,-0.3381
18.554156064987183,-0.3379
18.596161127090454,-0.3381
18.65316915512085,-0.3378
18.6961452960968,-0.3381
18.753114223480225,-0.3377
18.796147346496582,-0.3379
18.852105140686035,-0.3376
18.89510726928711,-0.338
18.95208716392517,-0.3377
18.995075225830078,-0.3379
19.051069974899292,-0.3376
19.094065189361572,-0.338
19.151127099990845,-0.3377
19.194064140319824,-0.3379
19.25106930732727,-0.338
19.307066202163696,-0.3378
19.350032329559326,-0.338
19.407039165496826,-0.3378
19.45002007484436,-0.338
19.50706934928894,-0.3378
19.549095153808594,-0.3381
19.60616135597229,-0.3378
19.649165153503418,-0.338
19.706273078918457,-0.3378
19.748188257217407,-0.338
19.805233240127563,-0.3378
19.848284244537354,-0.338
19.905315160751343,-0.3377
19.947320222854614,-0.338
20.004425048828125,-0.3377
20.047285079956055,-0.338
20.104292154312134,-0.3379
20.161388158798218,-0.3381
20.203248262405396,-0.3377
20.26039218902588,-0.3381
20.303206205368042,-0.3379
20.36024236679077,-0.338
20.40232515335083,-0.3379
20.459363222122192,-0.338
20.502211093902588,-0.3377
20.55925416946411,-0.3379
20.60208511352539,-0.3379
20.6580171585083,-0.3379
20.700940132141113,-0.3379
20.757914304733276,-0.3377
20.814977169036865,-0.338
20.857924222946167,-0.3377
20.91390323638916,-0.338
20.956894159317017,-0.3378
21.01387596130371,-0.3379
21.05687928199768,-0.3377
21.112954139709473,-0.338
21.156107187271118,-0.3376
21.213037252426147,-0.338
21.256020069122314,-0.3377
21.31301522254944,-0.3381
21.355013132095337,-0.3377
21.411985158920288,-0.3381
21.455003261566162,-0.3377
21.511986255645752,-0.3379
21.554002285003662,-0.3379
21.610953092575073,-0.3379
21.65402913093567,-0.3377
21.71098494529724,-0.338
21.75300407409668,-0.3378
21.810017108917236,-0.3379
21.852903366088867,-0.3377
21.9100022315979,-0.3377
21.966883182525635,-0.338
22.008835077285767,-0.3378
22.06584119796753,-0.3379
22.10886025428772,-0.3379
22.16587805747986,-0.3379
22.207897186279297,-0.3377
22.264814138412476,-0.3381
22.30782914161682,-0.3376
22.364805221557617,-0.3381
22.406797170639038,-0.3379
22.463794231414795,-0.3381
22.50678825378418,-0.3379
22.563777208328247,-0.3381
22.606750965118408,-0.3377
22.66281509399414,-0.338
22.705775260925293,-0.3378
22.76276421546936,-0.338
22.81973934173584,-0.3379
22.861745357513428,-0.3379
22.918761014938354,-0.3378
22.9617280960083,-0.3378
23.018734216690063,-0.3377
23.061715126037598,-0.3377
23.11776304244995,-0.3379
23.160743236541748,-0.3378
23.21769404411316,-0.3378
23.26068615913391,-0.3379
23.31768226623535,-0.3376
23.359695196151733,-0.3378
23.41667914390564,-0.3378
23.459663152694702,-0.3377
23.516671180725098,-0.338
23.572694063186646,-0.3376
23.615750312805176,-0.338
23.67278003692627,-0.3378
23.71572208404541,-0.338
23.7726731300354,-0.3377
23.8146550655365,-0.3382
23.87165331840515,-0.3376
23.91465401649475,-0.3379
23.97163224220276,-0.3376
24.013612031936646,-0.3378
24.070579290390015,-0.3378
24.113681316375732,-0.3379
24.1706440448761,-0.3378
24.212608098983765,-0.3378
24.269625186920166,-0.3378
24.312588214874268,-0.3381
24.36959218978882,-0.338
24.42662811279297,-0.3379
24.46855616569519,-0.3381
24.525607347488403,-0.3378
24.568559169769287,-0.338
24.625611066818237,-0.3378
24.667566061019897,-0.338
24.724595308303833,-0.3377
24.767542123794556,-0.338
24.82458233833313,-0.3377
24.867537260055542,-0.3381
24.923543214797974,-0.3378
24.966499090194702,-0.3381
25.023527145385742,-0.3378
25.06649613380432,-0.338
25.123509168624878,-0.3378
25.165557146072388,-0.3379
25.222514152526855,-0.3378
25.265480995178223,-0.338
25.322497129440308,-0.3378
25.378491163253784,-0.3379
25.421484231948853,-0.3377
25.478453159332275,-0.3378
25.52150297164917,-0.3378
25.578461170196533,-0.3378
25.620506286621094,-0.3378
25.677448987960815,-0.3377
25.720409154891968,-0.3377
25.777384996414185,-0.3377
25.819483280181885,-0.3377
